,Fecha_del_Caso,Provincia,Clasificacion,link1,medio
791,6/2/2024,San Luis,Se Investiga - Femicidio,https://www.eldiarionuevodia.com.ar/nacionales/encontraron-muerta-a-una-joven-de-20-anos-y-sospechan-de-su-exnovio/,eldiarionuevodia
792,9/2/2024,Buenos Aires,Intento de Femicidio,https://diarioresumen.com.ar/policiales/violencia-de-genero-golpeo-brutalmente-a-su-pareja-y-fue-detenido/,diarioresumen
793,10/2/2024,Buenos Aires,Intento de Femicidio,https://ahoramardelplata.com.ar/sociedad/brutal-ataque-playa-serena-estrangulo-su-novia-y-la-policia-pudo-salvarla-n5364879,ahoramardelplata
794,11/2/2024,Neuquén,Femicidio,"https://www.mejorinformado.com/policiales/2024/2/11/mujer-hombre-muertos-tras-una-pelea-en-junin-de-los-andes-117511.html, https://www.minutoneuquen.com/neuquen/2024/2/11/una-mujer-un-hombre-murieron-apunalados-en-junin-de-los-andes-investigan-femicidio-343672.html, https://www.lmneuquen.com/policiales/femicidio-junin-los-gritos-la-mujer-alertaron-al-vecino-n1092069, https://www.lamontana.com.ar/noticias/2024/02/12/10055-femicidio-en-junin-de-los-andes-asesino-a-su-pareja-y-se-quito-la-vida",mejorinformado
795,11/2/2024,Buenos Aires,Femicidio,https://elradardelsur.ar/articulo/berazategui-brutal-femicidio-un-hombre-asesino-a-su-pareja-de-varias-punaladas,elradardelsur
796,11/2/2024,Chaco,Intento de Femicidio,https://www.diario22.ar/notix2/movil2/noticia/204087_intento-de-femicidio-en-fontana--un-hombre-quiso-apuntildealar-a-su-esposa-en-su-casa.htm,diario22
797,11/2/2024,Buenos Aires,Intento de Femicidio,https://ahoramardelplata.com.ar/sociedad/violencia-genero-brutal-golpiza-una-mujer-embarazada-el-barrio-parque-hermoso-n5364931,ahoramardelplata
798,11/2/2024,Entre Ríos,Intento de Femicidio,https://ahora.com.ar/policiales/intento-femicidio-rios-rocio-nafta-su-ex-n5364892,ahora
799,11/2/2024,Santiago del Estero,Femicidio Directo,https://www.elliberal.com.ar/nota/41952/2025/02/solicitan-prision-preventiva-para-un-individuo-sospechado-de-provocar-la-muerte-a-una-mujer,elliberal
800,12/2/2024,Buenos Aires,Intento de Femicidio,https://www.lanacion.com.ar/sociedad/mar-del-plata-una-mujer-desnuda-quedo-colgada-del-balcon-de-un-septimo-piso-nid13022024/,lanacion
801,12/2/2024,Buenos Aires,Femicidio,https://www.telam.com.ar/notas/202402/655112-fecimicio-doble-general-pacheco-tigre.html,telam
802,12/2/2024,Buenos Aires,Femicidio,https://www.telam.com.ar/notas/202402/655112-fecimicio-doble-general-pacheco-tigre.html,telam
803,13/2/2024,Chaco,Intento de Femicidio,https://noticiero9.com.ar/rocio-a-su-mujer-con-nafta-y-le-provoco-quemaduras-en-el-cuerpo-esta-detenido/,noticiero9
804,13/2/2024,Mendoza,Intento de Femicidio,https://www.elsol.com.ar/policiales/le-disparo-en-la-cabeza-a-su-novia-en-las-heras-y-no-fue-femicidio-de-milagro/,elsol
805,15/2/2024,San Juan,Femicidio Directo,"https://tn.com.ar/policiales/2024/02/15/violencia-en-san-juan-un-hombre-siguio-a-su-ex-hasta-el-trabajo-la-mato-de-cinco-punaladas-y-escapo/, https://www.diarionorte.com/253665-mato-a-su-expareja-de-una-punalada-en-el-cementerio-y-se-fugo, https://www.c5n.com/sociedad/femicidio-san-juan-se-entrego-el-hombre-que-ataco-su-expareja-un-cementerio-n146772",tn
806,16/2/2024,Santiago del Estero,Femicidio,"https://www.telam.com.ar/notas/202402/655776-santiago-del-estero-joven-asesinada-cadaver-hallazgo.html, https://www.nuevodiarioweb.com.ar/policiales/es-inminente-la-detencion-de-un-sujeto-sospechado-por-el-femicidio-de-carla.htm",telam
807,16/2/2024,San Juan,Intento de Femicidio,https://www.diarioelzondasj.com.ar/305195-ataca-a-su-novia-con-cuchillo-y-la-amenaza-aludiendo-al-femicidio-de-angaco,diarioelzondasj
808,17/2/2024,Río Negro,Femicidio Directo,"https://www.rionegro.com.ar/policiales/femicidio-en-roca-asesinaron-a-una-mujer-de-un-golpe-en-la-cabeza-y-hay-un-detenido-3421888/, https://www-anroca-com-ar.cdn.ampproject.org/v/s/www.anroca.com.ar/amp/noticias/2024/02/17/158482-realizan-una-colecta-para-los-cinco-hijos-e-hijas-de-la-mujer-victima-de-femicidio?amp_gsa=1&amp_js_v=a9&usqp=mq331AQIUAKwASCAAgM%3D#amp_tf=De%20%251%24s&aoh=17082579777300&referrer=https%3A%2F%2Fwww.google.com&ampshare=https%3A%2F%2Fwww.anroca.com.ar%2Fnoticias%2F2024%2F02%2F17%2F158482-realizan-una-colecta-para-los-cinco-hijos-e-hijas-de-la-mujer-victima-de-femicidio, https://www.lmcipolletti.com/policiales/femicidio-roca-detuvieron-al-marido-la-victima-n1092744, https://ministeriopublico.jusrionegro.gov.ar/nota/6597/femicidio-de-nicole-posada-se-prorrogo-la-preventiva-del-unico-imputado",rionegro
809,18/2/2024,Buenos Aires,Se Investiga - Femicidio,"https://www.cronica.com.ar/policiales/Ella-murio-en-un-choque-y-su-novio-quedo-detenido-por-haber-provocado-el-accidente-20240225-0066.html, https://launion.com.ar/nota/45346/2025/02/juzgaran-en-un-juicio-por-jurados-al-joven-detenido-del-caso-iara-valdez",cronica
810,18/2/2024,Chubut,Intento de Femicidio,https://infosur.ar/2024/02/19/intento-de-femicidio-en-madryn-detienen-a-un-hombre-que-intento-apunalar-a-su-expareja/,infosur
811,19/2/2024,Santiago del Estero,Femicidio,https://www.elliberal.com.ar/nota/15406/2024/02/brutalidad--con-una-sabana-estrangulo-a-su-joven-exnovia-y-despues-se-interno-en-el-monte-,elliberal
812,19/2/2024,Córdoba,Femicidio,https://www.clarin.com/policiales/mate-nona-detuvieron-joven-asesinato-abuela-cordoba_0_t7AlxbGbMm.html,clarin
813,19/2/2024,Santa Fe,Intento de Femicidio,https://sinmordaza.com/noticia/409726-intento-de-femicidio-en-laguna-paiva-la-tiro-de-la-camioneta-y-la-atropello.html,sinmordaza
814,20/2/2024,Misiones,Femicidio,https://posadas.misionesonline.net/blog/2024/02/20/intento-de-femicidio-posadas-un-hombre-rocio-con-alcohol-a-su-expareja-la-incendio-y-la-dejo-al-borde-de-la-muerte/,misionesonline
815,20/2/2024,Mendoza,Femicidio,"https://www.elsol.com.ar/policiales/liberaron-el-primer-detenido-por-el-crimen-de-la-embarazada-pero-otro-joven-tiene-pedido-de-captura/, https://www.canal13sanjuan.com/el-pais/2024/3/13/un-sicario-mato-una-embarazada-ofrecen-millones-de-pesos-por-su-paradero-223448.html",elsol
816,20/2/2024,Córdoba,Se Investiga - Femicidio,https://radiosudeste.com.ar/post/femicidio-en-corral-de-bustos,radiosudeste
817,20/2/2024,San Luis,Femicidio Directo,"https://elchorrillero.com/nota/2024/02/20/445043-crimen-de-zoe-perez-en-la-toma-se-produjeron-incidentes-en-el-lugar-donde-encontraron-a-la-joven-de-17-anos/amp/, https://www-radiopopularsanluis-com-ar.cdn.ampproject.org/v/s/www.radiopopularsanluis.com.ar/amp/ultimo-adios-a-zoe-perez.htm?amp_gsa=1&amp_js_v=a9&usqp=mq331AQIUAKwASCAAgM%3D#amp_tf=De%20%251%24s&aoh=17085692379571&referrer=https%3A%2F%2Fwww.google.com&ampshare=https%3A%2F%2Fwww.radiopopularsanluis.com.ar%2Fpoliciales%2Fultimo-adios-a-zoe-perez.htm, https://elchorrillero.com/nota/2024/02/22/445323-la-autopsia-arrojo-que-zoe-presentaba-multiples-lesiones-pero-ninguna-ha-causado-la-muerte/amp/",elchorrillero
818,21/2/2024,Córdoba,Femicidio,https://www.infobae.com/sociedad/policiales/2024/02/23/propiedades-un-juicio-y-antecedentes-por-amenazas-la-trama-del-brutal-femicidio-seguido-de-suicidio-en-cordoba/,infobae
819,22/2/2024,Santa Fe,Femicidio,https://www.telam.com.ar/notas/202402/655967-rosario-balazo-femicidio-detencion.html,telam
820,23/2/2024,Buenos Aires,Femicidio,https://www.laprensa.com.ar/Matan-de-un-tiro-en-la-cabeza-a-una-mujer-en-Merlo-y-por-el-femicidio-detienen-a-la-pareja-541532.note.aspx,laprensa
821,25/2/2024,Entre Ríos,Intento de Femicidio,https://ahora.com.ar/policiales/investigan-un-intento-femicidio-rios-n5365971,ahora
822,26/2/2024,Buenos Aires,Femicidio,https://www.a24.com/femicidio-seguido-suicidio-monte-grande-ella-aparecio-apunalada-y-el-ahorcado-n1298525,a24
823,26/2/2024,Buenos Aires,Se Investiga - Femicidio,https://elargentinodiario.com.ar/zona-destacada/28/02/2024/segun-autopsia-la-mujer-hallada-muerta-en-san-miguel-se-suicido-y-la-justicia-liberara-al-detenido/,elargentinodiario
824,26/2/2024,Salta,Intento de Femicidio,https://lavozdecataratas.com/2024/03/01/salta-nena-de-10-anos-vio-como-su-padrastro-desmayo-a-golpes-a-su-madre-lo-denuncio-por-violencia-de-genero/,lavozdecataratas
825,27/2/2024,Buenos Aires,Intento de Femicidio,https://www.cronica.com.ar/policiales/Aparecio-ahorcada-con-una-sabana-y-arrestaron-a-su-marido-por-presunto-femicidio-20240227-0111.html,cronica
826,28/2/2024,Buenos Aires,Femicidio,https://www.canal26.com/policiales/brutal-femicidio-asesino-a-punaladas-a-su-pareja-delante-de-su-hija-e-intento-degollarse-en-berisso--366278,canal26
827,28/2/2024,Chaco,Se Investiga - Femicidio,https://www.infobae.com/sociedad/policiales/2024/03/01/hallaron-muerta-a-una-mujer-en-chaco-y-detuvieron-a-su-pareja-por-presunto-femicidio/,infobae
828,28/2/2024,Neuquén,Se Investiga - Femicidio,https://www.lmneuquen.com/policiales/investigacion-femicidio-liberaron-la-pareja-la-mujer-rincon-los-sauces-n1095826,lmneuquen
829,1/3/2024,Río Negro,Intento de Femicidio,https://www.anroca.com.ar/noticias/2024/03/01/159341-intento-de-femicidio-golpeo-a-su-expareja-con-un-palo-y-la-dejo-inconsciente-en-el-patio-de-la-casa,anroca
830,2/3/2024,Tucumán,Femicidio,https://www.clarin.com/policiales/brutal-femicidio-calle-plena-luz-dia-esperaba-colectivo-dispararon-veces-taxi_0_i8aBDDeDmd.html,clarin
831,2/3/2024,Buenos Aires,Intento de Femicidio,https://ahoramardelplata.com.ar/sociedad/violencia-genero-amenazo-muerte-su-ex-pareja-y-apunalo-su-mascota-n5366536,ahoramardelplata
832,2/3/2024,Misiones,Intento de Femicidio,https://misionesonline.net/2024/03/02/intento-de-femicidio-en-guarani/,misionesonline
833,3/3/2024,Río Negro,Intento de Femicidio,https://www.noticiasnet.com.ar/noticias/2024/03/09/149800-intento-de-femicidio-en-san-antonio-imputaron-al-sujeto-y-lo-enviaron-a-la-carcel-por-dos-meses-preventivamente,noticiasnet
834,5/3/2024,Santa Fe,Femicidio,"https://www.rosario3.com/policiales/Cayo-un-sospechoso-por-el-crimen-de-la-joven-atacada-por-un-sicario-en-bicicleta-20240305-0022.html, https://sinmordaza.com/noticia/383584-cayo-un-sospechoso-por-el-crimen-de-la-joven-en-rosario.html",rosario3
835,6/3/2024,Buenos Aires,Femicidio Vinculado,https://www.0221.com.ar/la-plata/asi-fue-el-instante-que-comenzo-la-balacera-la-plata-que-termino-la-muerte-una-nena-n88698,0221
836,6/3/2024,Buenos Aires,Intento de Femicidio,https://www.0221.com.ar/la-plata/asi-fue-el-instante-que-comenzo-la-balacera-la-plata-que-termino-la-muerte-una-nena-n88698,0221
837,7/3/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Tremendo-femicidio-cayo-un-hombre-que-estrangulo-a-su-esposa-embarazada-e-intento-fingir-un-suicidio-20240312-0089.html,cronica
838,9/3/2024,Buenos Aires,Femicidio,https://andigital.com.ar/nota/122194/brutal-femicidio-en-open-door-la-mato-a-punaladas-porque-tenia-celos/,andigital
839,9/3/2024,Buenos Aires,Intento de Femicidio,https://laopinionpergamino.com.ar/nota/16754/2024/03/confirmaron-la-detencion-de-un-puestero-por-intento-de-femicidio,laopinionpergamino
840,11/3/2024,Jujuy,Se Investiga - Femicidio,https://www.pagina12.com.ar/720007-encuentran-sin-vida-a-una-mujer-que-llevaba-una-semana-desap,pagina12
841,13/3/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Brutal-femicidio-en-San-Fernando-una-jubilada-fue-asesinada-a-golpes-y-su-marido-quedo-detenido-como-principal-sospechoso-20240315-0072.html,cronica
842,14/3/2024,Córdoba,Femicidio Vinculado,"https://melodijoperez.com.ar/contenido/26646/femicidio-vinculado-mato-a-su-hijo-de-2-anos-tras-salir-de-una-audiencia-de-sepa, https://www.notife.com/aberrante-mato-de-un-tiro-a-su-bebe-de-dos-anos-cuando-salio-de-la-audiencia-de-separacion-con-su-ex-mujer-1",melodijoperez
843,14/3/2024,Córdoba,Intento de Femicidio,https://www.eldiariocba.com.ar/policiales/2024/3/16/golpeo-su-pareja-le-disparo-con-un-rifle-112409.html,eldiariocba
844,15/3/2024,Buenos Aires,Intento de Femicidio,https://www.minutobalcarce.com.ar/violencia-de-genero-una-mujer-fue-apunalada/,minutobalcarce
845,17/3/2024,Mendoza,Intento de Femicidio,https://revistaenterate.com.ar/comieron-un-asado-se-acostaron-a-dormir-y-le-desperto-a-golpes-a-su-pareja/,revistaenterate
846,17/3/2024,Río Negro,Intento de Femicidio,https://www.rionegro.com.ar/policiales/violencia-de-genero-en-roca-fue-golpeada-brutalmente-en-la-cabeza-por-su-expareja-3471551/,rionegro
847,18/3/2024,Río Negro,Intento de Femicidio,https://www.mejorinformado.com/policiales/2024/3/19/tenia-prohibicion-de-acercamiento-le-quemo-la-casa-su-ex-119525.html,mejorinformado
848,20/3/2024,Corrientes,Femicidio,https://www.diarionorte.com/257301-mato-a-su-mujer-de-83-anos-y-se-quito-la-vida,diarionorte
849,25/3/2024,Santa Fe,Se Investiga - Femicidio,https://sl24.com.ar/aparecio-un-cuerpo-de-una-mujer-en-ricardone-que-podria-ser-andrea-portillo/,sl24
850,25/3/2024,Neuquén,Intento de Femicidio,"https://www.rionegro.com.ar/justicia/rocio-con-alcohol-a-su-pareja-y-la-prendio-fuego-en-neuquen-le-dictaron-prision-preventiva-3493375/, https://www.cipo360.com.ar/noticias/2025/02/06/32602-intento-asesinar-a-su-pareja-le-pego-con-un-fierro-y-le-prendio-fuego",rionegro
851,26/3/2024,Buenos Aires,Femicidio,https://www.notife.com/femicidio-en-san-martin-asesino-a-balazos-a-su-exmujer-y-se-suicido,notife
852,26/3/2024,Buenos Aires,Intento de Femicidio,https://www.0221.com.ar/policiales/violencia-genero-berisso-ataco-machetazos-su-pareja-y-una-amiga-estar-reunidas-n89743,0221
853,26/3/2024,Buenos Aires,Intento de Femicidio Vinculado,https://www.0221.com.ar/policiales/violencia-genero-berisso-ataco-machetazos-su-pareja-y-una-amiga-estar-reunidas-n89743,0221
854,27/3/2024,Formosa,Femicidio Vinculado,https://www.mdzol.com/policiales/2024/3/30/investigan-si-el-asesinato-de-zamir-en-formosa-fue-una-venganza-matrimonial-416698.html,mdzol
855,28/3/2024,Buenos Aires,Intento de Femicidio,https://www.0221.com.ar/policiales/un-nuevo-intento-femicidio-sacude-la-plata-n89943,0221
856,29/3/2024,Córdoba,Intento de Femicidio,https://www.cba24n.com.ar/cordoba/intento-de-femicidio--detuvieron-al-agresor-acusado-de-apunalar-15-veces-a-su-novia_a660820c20ad09723f131c904,cba24n
857,29/3/2024,Jujuy,Intento de Femicidio,https://www.jujuyalmomento.com/tilcara/intento-femicidio-tilcara-quiso-ahorcar-su-pareja-un-cable-n169857,jujuyalmomento
858,31/3/2024,Ciudad Autónoma de Buenos Aires,Transfemicidio,https://www.pagina12.com.ar/726357-una-mujer-trans-aparecio-asesinada-en-su-departamento-de-alm,pagina12
859,31/3/2024,Santa Fe,Intento de Femicidio,https://www.rosario3.com/policiales/Quedo-preso-por-intentar-matar-a-tiros-a-su-ex-pareja-20240404-0023.html,rosario3
860,31/3/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Femicidio-asesino-a-cuchilladas-a-su-esposa-y-luego-intento-suicidarse-20240401-0089.html,cronica
861,1/4/2024,Buenos Aires,Intento de Femicidio,https://www.el1digital.com.ar/policiales/violencia-de-genero-un-hombre-ataco-a-su-pareja-y-resulto-detenido/,el1digital
862,1/4/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Tenia-42-anos-y-su-novio-la-mato-de-un-balazo-20240401-0100.html,cronica
863,2/4/2024,Buenos Aires,Intento de Femicidio,https://www.lacapitalmdp.com/golpeo-a-su-pareja-y-le-quebro-un-dedo-de-una-mano/,lacapitalmdp
864,3/4/2024,Buenos Aires,Intento de Femicidio,"https://www.lanoticiaweb.com.ar/horror-en-merlo-un-policia-hirio-de-tres-balazos-a-su-pareja-embarazada-y-luego-se-suicido/, https://tn.com.ar/policiales/2024/04/04/un-policia-le-disparo-tres-veces-a-su-mujer-embarazada-de-siete-meses-y-se-suicido/",lanoticiaweb
865,4/4/2024,Neuquén,Intento de Femicidio,https://www.rionegro.com.ar/policiales/violencia-de-genero-en-centenario-la-amenazo-con-matarla-y-disparo-a-la-casa-donde-se-escondia-3504530/,rionegro
866,5/4/2024,Mendoza,Se Investiga - Femicidio,https://www.diariomendoza.com.ar/policiales/una-joven-llego-vida-hospital-perrupato-justicia-sospecha-mato-su-pareja-n62613,diariomendoza
867,6/4/2024,Mendoza,Femicidio,https://www.losandes.com.ar/policiales/tatuadora-y-madre-de-dos-ninos-quien-era-la-mujer-asesinada-en-guaymallen/,losandes
868,6/4/2024,Catamarca,Intento de Femicidio,https://www.catamarcaya.com.ar/2012/index.php?modulo=notas&accion=ver&id=66958,catamarcaya
869,7/4/2024,Salta,Intento de Femicidio,https://www.cuarto.com.ar/intento-de-femicidio-en-el-norte-salteno-sobrevivio-a-11-punaladas-que-le-propino-su-pareja/,cuarto
870,8/4/2024,Buenos Aires,Intento de Femicidio,https://www.0221.com.ar/policiales/berisso-golpeo-su-pareja-la-mantuvo-retenida-y-amenazo-matarla-un-pico-botella-vidrio-n90268,0221
871,11/4/2024,Santa Fe,Femicidio,"https://www.canal26.com/policiales/brutal-femicidio-en-santa-fe-mato-a-punaladas-a-su-pareja-frente-a-su-hija-de-4-anos--371026, https://informatesalta.com.ar/contenido/382807/mato-a-su-pareja-en-la-avenida-principal-del-pueblo-e-intento-quitarse-la-vida",canal26
872,12/4/2024,Ciudad Autónoma de Buenos Aires,Femicidio,https://noticiasargentinas.com/sociedad/femicidio-y-suicidio-en-una-cuadra-de-congreso_a661a8758735a8082b3672d33,noticiasargentinas
873,13/4/2024,Corrientes,Femicidio Vinculado,https://spnoticias.com.ar/2024/04/14/un-oficial-mato-al-hijo-del-jefe-de-la-policia-de-corrientes-y-su-pareja-esta-grave/,spnoticias
874,13/4/2024,Corrientes,Intento de Femicidio,https://www.infobae.com/sociedad/policiales/2024/04/13/asesinaron-a-tiros-al-hijo-del-jefe-de-la-policia-de-corrientes-y-balearon-a-otra-agente-de-la-fuerza-detuvieron-al-ex-de-la-mujer/,infobae
875,13/4/2024,Buenos Aires,Intento de Femicidio,https://www.0221.com.ar/policiales/violencia-genero-la-plata-un-hombre-le-destrozo-el-tabique-golpes-su-pareja-n90503,0221
876,13/4/2024,Misiones,Intento de Femicidio,https://misionesopina.com.ar/violencia-extrema-incendio-la-casa-de-su-ex-y-se-suicido-enfrente/,misionesopina
877,14/4/2024,Mendoza,Se Investiga - Femicidio,https://www.mdzol.com/policiales/2024/4/24/la-informacion-que-revelo-la-justicia-sobre-el-hallazgo-de-un-craneo-en-las-heras-422899.html,mdzol
878,14/4/2024,Buenos Aires,Intento de Femicidio,https://www.laopinionsemanario.com.ar/noticia/agredio-a-su-pareja-una-agente-de-la-policia-y-quedo-arrestado,laopinionsemanario
879,14/4/2024,Chubut,Intento de Femicidio Vinculado,https://radio3cadenapatagonia.com.ar/intento-matar-al-hijo-de-su-ex-pareja-incendiando-la-casa/,radio3cadenapatagonia
880,15/4/2024,Buenos Aires,Intento de Femicidio,https://www.diarioelnorte.com.ar/violencia-de-genero-aprehendido-por-agredir-a-su-ex-pareja-y-apuntarle-con-una-escopeta/,diarioelnorte
881,15/4/2024,Chaco,Intento de Femicidio,https://alertaurbana.com.ar/nota/61822/intento-de-femicidio-en-miraflores-apunalo-a-su-ex-pareja-y-ahora-esta-detenido,alertaurbana
882,16/4/2024,Santa Fe,Intento de Femicidio,https://melodijoperez.com.ar/contenido/27081/intento-de-femidicio-en-ceres-apunalo-multiples-veces-a-su-ex-pareja,melodijoperez
883,16/4/2024,Buenos Aires,Intento de Femicidio,https://enlineanoticias.com.ar/violencia-de-genero-golpeo-a-una-mujer-y-amenazo-con-incendiarle-la-casa/,enlineanoticias
884,17/4/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Hallan-a-mujer-asesinada-a-golpes-y-a-cuchilladas-debajo-de-una-cama-su-marido-fue-detenido-por-el-femicidio-20240428-0056.html,cronica
885,19/4/2024,Buenos Aires,Se Investiga - Femicidio,https://primerplanoonline.com.ar/murio-una-joven-vecina-de-moron-tras-sufrir-graves-quemaduras-y-su-familia-denuncia-femicidio/,primerplanoonline
886,20/4/2024,Buenos Aires,Femicidio,"https://www.mdzol.com/policiales/2024/4/21/brutal-femicidio-en-baradero-la-mato-punaladas-luego-intento-suicidarse-422094.html, https://www.cronica.com.ar/policiales/Escalofriantes-detalles-en-el-femicidio-de-la-joven-que-aparecio-asesinada-dentro-de-un-complejo-de-cabanas-20240425-0078.html",mdzol
887,20/4/2024,Corrientes,Intento de Femicidio Vinculado,https://barranquerasonline.com.ar/corrientes-un-joven-fue-apunalado-por-la-ex-pareja-de-su-novia/,barranquerasonline
888,21/4/2024,Buenos Aires,Femicidio,https://www.pilaradiario.com/policiales/un-hombre-mato-su-esposa-y-luego-suicido-n5452760,pilaradiario
889,21/4/2024,Misiones,Se Investiga - Femicidio,https://www.primeraedicion.com.ar/nota/100873112/asesinaron-de-dos-punaladas-a-una-joven-en-el-barrio-santa-cecilia-de-posadas/,primeraedicion
890,23/4/2024,Santa Cruz,Intento de Femicidio,https://laopinionaustral.com.ar/caleta-olivia/un-hombre-fue-detenido-tras-realizar-un-disparo-en-la-vivienda-de-su-ex-pareja-en-caleta-olivia-411467.html,laopinionaustral
891,24/4/2024,Santa Fe,Femicidio,https://www.lacapital.com.ar/policiales/la-mujer-asesinada-republica-la-sexta-tenia-pedido-captura-n10140211.html,lacapital
892,25/4/2024,Neuquén,Femicidio,https://www.cipo360.com.ar/noticias/2024/06/18/19370-reclaman-que-se-investigue-la-muerte-de-daniela-doffigny-como-femicidio,cipo360
893,26/4/2024,Santa Fe,Intento de Femicidio,https://www.notife.com/santa-fe-quiso-prender-fuego-a-su-ex-ella-pidio-ayuda-a-un-vecino-y-este-recibio-un-machetazo,notife
894,26/4/2024,Córdoba,Intento de Femicidio,https://punillainforma.com.ar/2020/index.php/locales/item/3984-violencia-de-genero-en-la-falda-lo-detuvieron-por-morderle-la-cabeza-a-su-ex-pareja,punillainforma
895,27/4/2024,Buenos Aires,Intento de Femicidio,https://ahoramardelplata.com.ar/policiales/la-historia-violencia-genero-detras-las-llamas-san-luis-y-alberti-n5370926,ahoramardelplata
896,28/4/2024,Buenos Aires,Intento de Femicidio,https://www.cronica.com.ar/policiales/Hirio-a-su-esposa-a-cuchilladas-y-lo-hallaron-escondido-en-la-casa-de-su-hermana-20240429-0115.html,cronica
897,29/4/2024,Buenos Aires,Femicidio,https://www.cronica.com.ar/policiales/Avellaneda-tras-agonizar-un-mes-murio-una-joven-que-fue-acuchillada-en-la-espalda-por-su-ex-pareja-20240430-0050.html,cronica
898,29/4/2024,Buenos Aires,Femicidio,https://elregionaldigital.com.ar/la-comunidad-de-la-nina-conmovida-con-un-hecho-de-femicidio/,elregionaldigital
899,29/4/2024,Santa Fe,Intento de Femicidio,https://www.lt10.com.ar/noticia/433461--intento-de-femicidio-salia-de-denunciarlo-y-la-atropello-,lt10
900,29/4/2024,Santa Fe,Intento de Femicidio Vinculado,https://www.airedesantafe.com.ar/policiales/intento-femicidio-imputaron-al-hombre-que-atropello-su-expareja-santo-tome-n583541,airedesantafe
901,30/4/2024,Buenos Aires,Se Investiga - Femicidio,"https://www.noticiasnqn.com.ar/noticias/2024/05/01/296024-asesinaron-a-una-mujer-en-su-casa-de-san-pedro-e-investigan-un-crimen-narco, https://www.laopinionsemanario.com.ar/noticia/caso-nouet-se-entrego-maximiliano-pillo-troche",noticiasnqn
902,30/4/2024,Río Negro,Intento de Femicidio,https://www.lmneuquen.com/policiales/violencia-genero-la-rocio-aguarras-y-amenazo-quemarla-n1110161,lmneuquen
903,30/4/2024,Mendoza,Intento de Femicidio,https://www.diariouno.com.ar/sociedad/una-mujer-termino-quemaduras-su-rostro-y-se-sospecha-que-su-pareja-le-arrojo-aceite-hirviendo-n1315206,diariouno
904,1/5/2024,Chaco,Intento de Femicidio Vinculado,https://tn.com.ar/policiales/2024/05/02/chaco-denuncio-a-su-expareja-hace-dos-anos-por-violencia-de-genero-y-ahora-el-la-mato-delante-de-sus-hijos/,tn
905,1/5/2024,Chaco,Femicidio,https://www.infobae.com/sociedad/policiales/2024/05/01/femicidio-en-chaco-su-ex-la-mato-frente-a-sus-hijos-e-hirio-al-novio-actual/,infobae
906,2/5/2024,Santa Cruz,Intento de Femicidio,https://www.eldiarionuevodia.com.ar/locales/el-municipio-de-rio-gallegos-recibio-a-una-trabajadora-victima-de-violencia-de-genero-a-manos-de-su-ex-pareja-tambien-municipal-5934/,eldiarionuevodia
907,2/5/2024,Buenos Aires,Intento de Femicidio,https://www.diario-elmensajero.com.ar/index.php?notaid=2520242023552,diario-elmensajero
908,2/5/2024,Buenos Aires,Se Investiga - Femicidio,https://www.cronica.com.ar/policiales/Misterio-encontraron-a-una-mujer-muerta-en-un-descampado-y-se-investiga-si-la-asesinaron-a-cuchilladas-en-la-cabeza-20240502-0037.html,cronica
909,3/5/2024,Santa Fe,Femicidio,https://www.rosario3.com/policiales/Contexto-narco-y-vulnerabilidad-perros-rastreadores-buscan-a-mujer-desaparecida-en-el-barrio-Grafico-20240503-0047.html,rosario3
910,3/5/2024,Buenos Aires,Femicidio,https://dib.com.ar/2024/05/tragedia-en-dock-sud-un-prefecto-mato-a-su-esposa-tambien-miembro-de-la-fuerza-y-se-suicido/,dib
911,4/5/2024,Neuquén,Intento de Femicidio,https://www.rionegro.com.ar/justicia/intento-de-femicidio-en-neuquen-volco-a-proposito-el-auto-en-el-que-viajaba-con-su-pareja-3562628/,rionegro
912,4/5/2024,Buenos Aires,Se Investiga - Femicidio,https://www.cronica.com.ar/policiales/Identificaron-a-la-mujer-que-aparecio-asesinada-a-balazos-en-un-descampado-Quien-era-y-cual-es-la-hipotesis-del-crimen-20240507-0072.html,cronica
913,5/5/2024,Misiones,Se Investiga - Femicidio,https://www.elterritorio.com.ar/noticias/2024/05/05/825915-obera-fallecio-una-mujer-tras-varios-dias-en-coma-y-no-descartan-un-posible-femicidio,elterritorio
914,5/5/2024,Chaco,Intento de Femicidio,https://www.noticiasdelparana.com.ar/NuevaEdicion/2024/05/05/pampa-del-indio-aprehenden-a-un-hombre-por-ejercer-violencia-de-genero/,noticiasdelparana
915,5/5/2024,Buenos Aires,Femicidio Directo,"https://andigital.com.ar/nota/123616/conmocion-por-el-brutal-femicidio-de-una-mujer-de-38-anos-en-la-matanza/, https://tn.com.ar/policiales/2025/05/09/condenan-a-perpetua-al-chacal-de-villa-celina-el-hombre-que-mato-a-su-novia-luego-ahorcarla-con-una-corbata/, https://primerplanoonline.com.ar/prision-perpetua-para-el-femicida-de-la-corbata-roja-que-ahorco-a-su-novia-en-medio-de-un-salvaje-ataque/#google_vignette",andigital
